unitid,form_ic,stat_ic,stat_pte,prch_ic,idx_ic,imp_ic,cyactive,"closedat","instnm","addr","city","stabbr","zip","countynm",cntygeo,fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,refu_ic,src_ic,edit_ic,"date_ic",sector,iclevel,control,affil,hloffer,ugoffer,groffer,fpoffer,hdegoffr,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,locale,"act",newid,deathyr
"206181","1","1","1","-2","-2","-2","1","-2","TRI-RIVERS CAREER CENTER","2222 MARION MOUNT GILEAD RD","MARION","OH","43302","MARION","101","39","3","JAMES CRAYCRAFT","SUPERINTENDENT","7403894681","7403894681","7403894681","310843022","092155241","02304700","1","-2","4","2","02161999","7","3","1","1","2","1","2","2","0","0","0","0","1","2","2","2","2","-2","5","A","-2","-2"
"206206","3","1","1","-2","-2","-2","1","-2","TRI-STATE TRAVEL SCHOOL","4600 MONTGOMERY RD STE 106","CINCINNATI","OH","45212","HAMILTON","61","39","3","LILA T GANTZ","PRESIDENT/OWNER","5138415588","5138415588","5138415588","311044661","023875933","03021300","1","-2","4","1","01121999","9","3","3","2","1","1","2","2","0","6","1","1","1","2","2","2","2","-2","1","A","-2","-2"
"206215","1","1","1","-2","-2","-2","1","-2","TRINITY LUTHERAN SEMINARY","2199 E MAIN ST","COLUMBUS","OH","432092334","FRANKLIN","49","39","3","DENNIS A ANDERSON","PRESIDENT","6142354136","6142354136","6142354136","310943182","037536018","00304400","1","-2","4","1","02211999","2","1","2","6","7","2","1","1","21","9","0","0","0","2","2","2","2","51","1","A","-2","-2"
"206224","1","1","1","-2","-2","-2","1","-2","TRUMBULL BUSINESS COLLEGE","3200 RIDGE RD","WARREN","OH","44484","TRUMBULL","155","39","3","DENNIS R GRIFFITH","DIRECTOR","3303693200","3303693200","3303693200","341110835","039455340","02054300","1","-2","4","2","01221999","6","2","3","2","3","1","2","2","40","17","0","0","0","2","2","2","2","40","2","A","-2","-2"
"434025","15","1","1","-2","-2","-2","1","-2","LYNN UNIVERSITY-OLD FORGE CENTER","PO BOX 1159","OLD FORGE","NY","13420","HERKIMER","43","36","2","MATTHEW P CHALOUX","DEAN OF ADMINISTRATION","3153692740","5612377000","3153692740","591023117","-3","001505A1","2","-2","4","1","01281999","5","2","2","3","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","4","N","-2","-2"
"434034","15","1","1","2","245892","-2","1","-2","NATIONAL LABOR COLL OF G MEANY CTR OF LABOR STUD","10000 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","MONTGOMERY","31","24","2","SUSAN J SCHURMAN","CHIEF EXECUTIVE OFFICER","3014316400","3014315436","3014315410","520895834","-3","-2","6","-2","4","2","02011999","2","1","2","3","5","1","2","2","30","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434043","15","1","1","-2","-2","-2","1","-2","PROFESSIONAL SKILLS INSTITUTE","1470 ENEA CIR STE 1500","CONCORD","CA","94520","CONTRA COSTA","13","6","8","DANIEL A FINCH","EXECUTIVE DIRECTOR","9256801692","9256801692","9256801692","341417746","-3","02337702","1","-2","4","2","02231999","6","2","3","2","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434052","15","1","1","-2","-2","-2","1","-2","ITT TECHNICAL INSTITUTE","2101 N WATERVIEW PKY","RICHARDSON","TX","75080","DALLAS","113","48","6","MAUREEN K CLEMENTS","DIRECTOR","-1","-1","-1","362061311","-3","03073402","1","-2","4","2","02211999","6","2","3","2","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434061","15","1","1","-2","-2","-2","1","-2","SOUTH LOUISIANA COMMUNITY COLLEGE","908 EMBER DR","NEW IBERIA","LA","70560","NEW IBERIA","45","22","5","TED DOFFONEY","PRESIDENT","-1","-1","-1","721425264","-3","-2","6","-2","4","2","02181999","4","2","1","1","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","5","N","-2","-2"
"434070","15","1","1","-2","-2","-2","1","-2","SISTER ROSALIND GEFRES SCHOOL OF PROF MASSAGE","165 W LIND CT","MANKATO","MN","56001","BLUE EARTH","13","27","4","RITA RAMY","ADMINISTRATOR","-1","5073440220","5073440220","-1","-3","-2","6","-2","4","2","02111999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","5","N","-2","-2"
"434089","15","1","1","-2","-2","-2","1","-2","SISTER ROSALIND GEFRES SCHOOL OF PROF MASSAGE","300 ELTON HILLS DR NW","ROCHESTER","MN","55901","OLMSTED","109","27","4","ROLF BOLLINGBERG","ADMINISTRATOR","-1","-1","-1","411547189","-3","-2","6","-2","4","1","02111999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","N","-2","-2"
"434122","15","1","1","-2","-2","-2","1","-2","STANLEY TECHNICAL INSTITUTE - PARKERSBURG","800 CAMDEN AVE","PARKERSBURG","WV","26101","WOOD","107","54","5","PHIL LEINBACH","SCHOOL DIRECTOR","3042968223","3042968223","3044223331","550561496","-3","03123203","1","-2","4","1","01271999","8","3","2","3","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","N","-2","-2"
"434131","15","1","1","-2","-2","-2","1","-2","STANLEY TECHNICAL INSTITUTE - TRIADELPHIA","RD1 BOX 69","TRIADELPHIA","WV","26059","OHIO","69","54","5","PHIL LEINBACH","SCHOOL DIRECTOR","3042968223","3042968223","3045475929","550561496","-3","03123204","1","-2","4","1","01271999","8","3","2","3","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","4","N","-2","-2"
"434140","15","1","1","-2","-2","-2","1","-2","PIMA MEDICAL INSTITUTE","780 BAY BLVD STE 101","CHULA VISTA","CA","91910","SAN DIEGO","73","6","8","MARIAN SMITH","CAMPUS DIRECTOR","6194253200","6194253200","6194253200","860260863","-3","02217106","1","-2","4","2","01291999","6","2","3","2","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434168","15","1","1","-2","-2","-2","1","-2","COMPUTER LEARNING CENTER","RTE 70 AND CUTHBERT BLVD  2 EXECUTIVE CAMPUS STE 200","CHERRY HILL","NJ","08002","CAMDEN","7","34","2","HAROLD E DOTSON","SCHOOL DIRECTOR","6096634270","6096634270","6096634270","-1","-3","00959103","1","-2","4","2","02231999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434186","15","1","1","-2","-2","-2","1","-2","COMPUTER LEARNING CENTER","301 NE LOOP 820","HURST","TX","76053","-1","439","48","6","RONALD HUTKIN","DIRECTOR","8175957316","8175958254","8175958252","-1","-3","03064202","1","-2","4","2","02161999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434201","15","1","1","-2","-2","-2","1","-2","COMPUTER LEARNING CENTER","312 MARSHALL AVE","LAUREL","MD","20707","PRINCE GEORGES","33","24","2","DAVID P HIGLEY","SCHOOL DIRECTOR","3013173600","3013173600","3013173600","363501869","-3","00957203","1","-2","4","2","02091999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434210","15","1","1","-2","-2","-2","1","-2","COMPUTER LEARNING CENTER","32500 CONCORD DR","MADISON HEIGHTS","MI","48071","OAKLAND","125","26","3","MYRA J DEMBIEC","SCHOOL DIRECTOR","2485890055","2485771182","2485771183","363501869","-3","02322002","1","-2","4","1","02231999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434229","15","1","1","-2","-2","-2","1","-2","COMPUTER LEARNING CENTER","7000 INFANTRY RIDGE RD STE 200","MANASSAS","VA","20109","-1","683","51","5","REID BECHTLE","CHIEF EXECUTIVE OFFICER","7033921415","7033661306","7033661302","363501869","-3","00957204","1","-2","4","2","02231999","6","2","3","2","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434247","15","1","1","-2","-2","-2","1","-2","COMPUTER LEARNING CENTER","2180 HORNIG RD BLDG A APPLETREE CORPORATE CTR","PHILADELPHIA","PA","19116","PHILADELPHIA","101","42","2","JAMES K TOLBERT","SCHOOL DIRECTOR","2159692720","2159692720","2159692720","363501869","-3","02322003","1","-2","4","2","01291999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","N","-2","-2"
"434256","15","1","1","-2","-2","-2","1","-2","COMPUTER LEARNING CENTER","1 PLYMOUTH MEETING STE 300","PLYMOUTH MEETING","PA","19462","MONTGOMERY","91","42","2","JOE REICHARD","SCHOOL DIRECTOR","6108340638","6108340638","6108340638","-1","-3","00959102","1","-2","4","1","01291999","6","2","3","2","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434265","15","1","1","-2","-2","-2","1","-2","COMPUTER LEARNING CENTER","50 CRAGWOOD RD 1ST FL","SOUTH PLAINFIELD","NJ","07080","MIDDLESEX","23","34","2","BARRY WEXLER","SCHOOL DIRECTOR","9084129100","9084129100","9084129100","363501869","-3","00959104","1","-2","4","2","01291999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434292","15","1","1","-2","-2","-2","1","-2","ANSON COLLEGE OF COSMETOLOGY","201 W MORGAN ST","WADESBORO","NC","28170","ANSON","7","37","5","HELEN C RICE","OWNER","7046946677","7046946677","7046946677","561599482","800584021","03237300","1","-2","4","1","02091999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","6","N","-2","-2"
"434308","15","1","1","-2","-2","-2","1","-2","BALTIMORE SCHOOL OF MASSAGE","6401 DOGWOOD RD","BALTIMORE","MD","21207","BALTIMORE","5","24","2","JERRY TOPORVSKY","DIRECTOR","4109448855","4109448855","4109448855","521571430","-3","03296300","1","-2","4","2","05191999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434317","15","1","1","-2","-2","-2","1","-2","CLARITA CAREER COLLEGE","27125 SIERRA HWY STE 329","CANYON COUNTRY","CA","91351","LOS ANGELES","37","6","8","BARBARA BLADE JACOBS","PRESIDENT","8052521864","8052521864","8052521864","954558620","932990898","03278300","1","-2","4","1","02011999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434326","15","1","1","-2","-2","-2","1","-2","DAVID DEMUTH INSTITUTE OF COSMETOLOGY","2 SW FIFTH ST","RICHMOND","IN","47374","WAYNE","177","18","3","DAVID MICHAEL DEMUTH","OWNER/ADMINISTRATOR","7659357964","-1","-1","351911895","833781842","03262300","1","-2","4","1","02211999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","5","N","-2","-2"
"434353","15","1","1","-2","-2","-2","1","-2","IVORY DENTAL TECHNOLOGICAL COLLEGE","12012 MAGNOLIA ST STE 46","GARDEN GROVE","CA","92841","ORANGE","59","6","8","DONG KIM","PRESIDENT","7146360184","7145340457","7146360184","330795874","017151205","03268300","1","-2","4","1","01291999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434362","15","1","1","-2","-2","-2","1","-2","INLAND NORTHWEST HVAC TRAINING","811 E SPRAGUE STE 6","SPOKANE","WA","992022125","SPOKANE","63","53","8","LAVELLE PERIN","EXECUTIVE DIRECTOR","5097478810","5097478810","5097478810","916049440","932371222","03283300","1","-2","4","1","02231999","8","3","2","3","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","N","-2","-2"
"434380","15","1","1","-2","-2","-2","1","-2","L T INTERNATINOAL BEAUTY SCHOOL","1238 SPRING GARDEN ST","PHILADELPHIA","PA","19123","PHILADELPHIA","101","42","2","LAN TU TRINH","CHIEF FINANCIAL OFFICER","2159224478","2159224478","2159224478","232669380","-3","03236400","1","-2","4","1","02231999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","N","-2","-2"
"434399","15","1","1","-2","-2","-2","1","-2","LIFELONG LEARNING CENTER-BUSINESS SKILLS INSTITUTE","336 SUMMIT ST","EVANSTON","WY","82930","UINTA","41","56","7","THOMAS BOYER","DIRECTOR","3077895742","3077895742","3077895742","830289865","804412096","03291300","1","-2","4","1","01271999","7","3","1","1","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","6","N","-2","-2"
"434405","15","1","1","-2","-2","-2","1","-2","LOS ANGELES COLLEGE OF MICROTECHNOLOGY","821 S FLOWER ST","LOS ANGELES","CA","90017","LOS ANGELES","37","6","8","HEMRAJ RAMDHAN","PRESIDENT","2134889928","2134889928","2134889928","954424459","806309795","03259300","1","-2","4","1","01271999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","N","-2","-2"
"434414","15","1","1","-2","-2","-2","1","-2","MICHIGAN JEWISH INSTITUTE","25401 COOLIDGE HWY","OAK PARK","MI","48237","OAKLAND","125","26","3","DAVID KAGAN","PRESIDENT","2484146900","2484146900","2484146900","382395931","015985286","03284300","1","-2","4","1","02231999","2","1","2","5","5","1","2","2","30","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434423","15","1","1","-2","-2","-2","1","-2","MIDDLESEX COUNTY VOCATIONAL AND TECHNICAL HIGH SCH","112 RUES LN","EAST BRUNSWICK","NJ","08816","MIDDLESEX","23","34","2","JOSEPH C COLOMBO","SUPERINTENDENT","7322574961","7322574961","7322543300","226002455","068711159","02359000","4","-2","4","2","02161999","7","3","1","1","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","Z","-2","-2"
"434469","15","1","1","-2","-2","-2","1","-2","NEW PROFESSIONS TECHNICAL INSTITUTE","4100 W FLAGLER ST STE A1","MIAMI","FL","33134","MIAMI-DADE","25","12","5","JOSE VAZQUEZ","VICE PRESIDENT","3054612223","3054612223","3054612223","650361224","848280749","03224300","1","-2","4","2","02211999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","N","-2","-2"
"434487","15","1","1","-2","-2","-2","1","-2","SAWYER INSTITUTE","717 LIBERTY AVE  700 CLARK BLDG","PITTSBURGH","PA","15222","ALLEGHENY","3","42","2","MARY SAPIENZA","DIRECTOR","4122617323","4122615701","4122617323","251713153","024479532","03167500","1","-2","4","2","02161999","8","3","2","3","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","N","-2","-2"
"434496","15","1","1","-2","-2","-2","1","-2","STRAND COLLEGE OF HAIR DESIGN","423 79TH AVE N","MYRTLE BEACH","SC","29572","HORRY","51","45","5","NANCY POOLE","PRESIDENT","8434491017","8434491017","8434491017","570970538","833460710","03293300","1","-2","4","1","01291999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","4","N","-2","-2"
"434502","15","1","1","-2","-2","-2","1","-2","TOUCH OF CLASS SCHOOL OF COSMETOLOGY","111A FRONTIER DR","QUINLAN","TX","75474","HUNT","231","48","6","SHARON BERRY","OWNER","9727230048","9033562533","9033562533","752463448","159970714","03275300","1","-2","4","1","01271999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","7","N","-2","-2"
"434511","15","1","1","-2","-2","-2","1","-2","WATERMAN TRAINING INSTITUTE","126 SECOND AVE","SAN MATEO","CA","94401","SAN MATEO","81","6","8","WILLIAM E WATERMAN","DIRECTOR","6503447652","6503447652","6503447652","680374141","861173037","03290300","1","-2","4","1","02231999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434520","15","1","1","-2","-2","-2","1","-2","BRANFORD HALL CAREER INSTITUTE-SOUTHINGTON CAMPUS","35 N MAIN ST","SOUTHINGTON","CT","06459","HARTFORD","3","9","1","TONY MCPECK","DIRECTOR","8009597599","8602760600","8602760600","232690262","-3","02074002","1","-2","4","2","01291999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","4","N","-2","-2"
"434539","15","1","1","-2","-2","-2","1","-2","CITY COLLEGE","5975 SUNSET DR","SOUTH MIAMI","FL","33143","MIAMI-DADE","25","12","5","MICHAEL BEAUREGARD","EXECUTIVE DIRECTOR","3056669242","3056669242","3056669242","650000627","-3","02515402","1","-2","4","2","02231999","5","2","2","3","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434548","15","1","1","-2","-2","-2","1","-2","ITT TECHNICAL INSTITUTE","1930 MEYER DRURY DR","ARNOLD","MO","63010","JEFFERSON","99","29","4","PAULA JERDEN","COLLEGE DIRECTOR","3144646600","3144646600","3144646600","362061311","-3","00732706","1","-2","4","2","02011999","6","2","3","2","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434557","15","1","1","-2","-2","-2","1","-2","ITT TECHNICAL INSTITUTE","7040 HIGH GROVE","BURR RIDGE","IL","60521","DUPAGE","43","17","3","JOAN MALATESTA","DIRECTOR","6304556470","6304556470","6304556470","362061311","-3","00832904","1","-2","4","2","01291999","6","2","3","2","4","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434584","15","1","1","-2","-2","-2","1","-2","ILISAGVIK COLLEGE","UIC/NARL","BARROW","AK","99723","NORTH SLOPE BOROUGH","185","2","8","EDNA AHGEAK MACLEAN","PRESIDENT","9078523333","9078523333","9078523333","920158414","-3","-2","6","-2","4","2","02161999","4","2","1","1","4","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","6","N","-2","-2"
"434593","15","1","1","-2","-2","-2","1","-2","SAINT ELIZABETH MEDICAL CENTER SCH OF RADIOGRAPHY","2215 GENESEE ST","UTICA","NY","13501","ONEIDA","65","36","2","ROSE VINCENT","CHIEF EXECUTIVE OFFICER","-1","-1","3157988258","-1","-3","00646102","1","-2","4","1","02231999","5","2","2","4","4","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","N","-2","-2"
"434654","15","1","1","-2","-2","-2","1","-2","UNIVERSITY OF ADVANCED RESEARCH-HAWAII CAMPUS","104 KOULA ST","HILO","HI","96720","HAWAII","1","15","8","FREDERICK MITCHELL","CHANCELLOR","8088833827","8088833827","8088833827","990335998","-3","-2","6","-2","4","2","05191999","3","1","3","2","9","1","1","2","10","-3","-3","-3","-3","2","2","2","2","-2","5","N","-2","-2"
"434663","15","1","1","2","210368","-2","1","-2","WESTERN SEMINARY-SEATTLE BRANCH","22833 BOTHELL EVERETT HWY","BOTHELL","WA","98021","-1","61","53","8","BERT DOWNS","PRESIDENT","5032238561","5032338561","5032394216","-1","-3","007178A1","2","-2","4","1","02161999","2","1","2","6","9","2","1","1","11","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434672","15","1","3","-2","-2","-2","1","-2","COMMUNITY COLLEGE OF BALTIMORE COUNTY SYSTEM OFF","800 S ROLLING RD","CATONSVILLE","MD","21228","BALTIMORE","5","24","2","IRVING PRESSLEY MCPHAIL","CHANCELLOR","4108691211","-1","-1","-1","-3","002063A1","2","-2","4","2","01291999","0","2","1","1","3","1","2","2","40","-2","-2","-2","-2","2","2","2","2","-2","3","N","-2","-2"
"434690","15","1","1","-2","-2","-2","1","-2","GOLF ACADEMY OF THE CAROLINAS","1303 AZALEA CT STE C","MYRTLE BEACH","SC","29577","HORRY","51","45","5","DANA SCHWARTZ","PRESIDENT","8003427342","8436920262","8003427342","953609840","-3","02208703","1","-2","4","2","02161999","6","2","3","2","3","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","4","N","-2","-2"
"434706","15","1","1","-2","-2","-2","1","-2","STRAYER UNIVERSITY-HENRICO CAMPUS","1151D NUCKOLS RD","GLEN ALLEN","VA","23060","HENRICO","87","51","5","DONALD STODDARD","PRESIDENT","8045271000","8045271000","8045271000","520500740","-3","001459A1","2","-2","4","2","02011999","3","1","3","2","7","1","1","2","20","-3","-3","-3","-3","2","2","2","2","-2","4","N","-2","-2"
"434742","15","1","1","-2","-2","-2","1","-2","UNIVERSITY OF ORLANDO","6441 E COLONIAL DR","ORLANDO","FL","32807","-1","117","12","5","JAMES CHASE","INTERIM PRESIDENT","4072752000","4072752000","4072752000","-1","-3","-2","6","-2","4","1","02231999","2","1","2","3","9","2","1","1","11","-3","-3","-3","-3","2","2","2","2","-2","4","N","-2","-2"
"434751","15","1","1","-2","-2","-2","1","-2","WHITE EARTH TRIBAL AND COMMUNITY COLLEGE","202 MAIN ST S","MAHNOMEN","MN","56557","MAHNOMEN","87","27","4","DR HELEN KLASSEN","PRESIDENT","-1","2189350417","2189350417","411737979","-3","-2","6","-2","4","2","02161999","4","2","1","1","4","1","2","2","40","-3","-3","-3","-3","2","2","2","1","-2","7","N","-2","-2"
"434779","15","1","1","-2","-2","-2","1","-2","WATERMAN TRAINING INSTITUTE","600 F ST","MARTINEZ","CA","94553","CONTRA COSTA","13","6","8","WILLIAM E WATERMAN","PRESIDENT/DIRECTOR","6503447652","6503447652","6503447652","-1","-3","03290301","1","-2","4","1","02231999","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","N","-2","-2"
"434803","15","1","3","-2","-2","-2","1","-2","CHRISTIES EDUCATION INC","502 PARK AVE","NEW YORK","NY","10022","NEW YORK","61","36","2","SANDRA S JOYS","DIRECTOR","2125461092","2125461092","2125461092","061443963","-3","-2","6","-2","4","2","02231999","3","1","3","2","7","2","1","2","20","-3","-3","-3","-3","2","2","2","2","-2","1","N","-2","-2"
