unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,imptype,parchild,idx,sector,iclevel,control,affil,hloffer,fpoffer,locale,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,source,"opeid",opeind,hdegoffr,ncesedit,"formrt",cntygeo,resplast,respstat,"addr","zip","countynm",congdist,"gentele","fintele","admtele","ein","chfnm","chftitle"
"102298","TALLADEGA COLLEGE","TALLADEGA","AL","1","5","1046","1","","","","2","1","2","6","5","","6","99","0","0","0","1","","","","32","4","00104600","1","30","1","IC1","121","1","1","627 W BATTLE ST","35160","TALLADEGA","3","2053620206","2057616236","2057616237","630288870","JOSEPH JOHNSON","PRESIDENT"
"102313","TRENHOLM STATE TECHNICAL COLLEGE","MONTGOMERY","AL","1","5","5734","1","","","","4","2","1","1","3","","2","77","0","1","0","1","","","","40","4","00573400","1","40","1","IC1","101","1","1","1225 AIR BASE BLVD","36108","MONTGOMERY","2","3348329000","3348329000","3348329000","630510750","LEROY BELL JR","INTERIM PRESIDENT"
"102322","TROY STATE UNIVERSITY-DOTHAN","DOTHAN","AL","1","5","1048","1","","","","1","1","1","1","8","","2","12","1","1","2","","","","","21","4","00104800","1","20","1","IC1","69","1","1","501 UNIVERSITY DR","36303","HOUSTON","2","3349836556","3349836556","3349836556","","MICHAEL E MALONE","PRESIDENT"
"102331","TROY STATE UNIVERSITY-PHENIX CITY","PHENIX CITY","AL","1","5","901047","1","","2","102368","1","1","1","1","8","","4","","","","","","","","","","4","00104703","1","20","1","IC1","113","1","1","1 UNIVERSITY PL","36869","RUSSELL","3","3346703000","3342971007","3342971007","","CURTIS PITTS","ASSOCIATE VICE-PRESIDENT"
"102359","TROY STATE UNIVERSITY-MONTGOMERY","MONTGOMERY","AL","1","5","1049","1","","","","1","1","1","1","8","","2","31","1","1","1","","","","","21","4","00104900","1","20","1","IC1","101","1","1","231 MONTGOMERY ST","361034419","MONTGOMERY","2","3342419506","3342419520","3342419508","636001102","GLENDA M CURRY","PRESIDENT"
"102368","TROY STATE UNIVERSITY-MAIN CAMPUS","TROY","AL","1","5","1047","1","","1","102368","1","1","1","1","8","","6","20","1","1","1","","","","","21","4","00104700","1","20","1","IC1","109","1","1","UNIVERSITY AVE","36082","PIKE","2","3346703000","3346703186","3346703179","","JACK HAWKINS JR","CHANCELLOR"
"102377","TUSKEGEE UNIVERSITY","TUSKEGEE","AL","1","5","1050","1","","","","2","1","2","3","7","1","6","91","0","1","3","1","","1","","21","4","00105000","1","21","1","IC1","87","1","1","","36088","MACON","3","3347278011","3347278212","3347278580","","BENJAMIN F PAYTON","PRESIDENT"
"102395","UNITED STATES SPORTS ACADEMY","DAPHNE","AL","1","5","21706","1","","","","2","1","2","3","9","","4","7","0","1","2","","","","","59","4","02170600","1","10","1","IC1","3","1","1","ONE ACADEMY DR","36526","BALDWIN","","3346263303","3346263303","3346263303","","THOMAS P ROSANDICH","PRESIDENT CEO"
"102410","UNIVERSITY OF ALABAMA AT BIRMINGHAM-WALKER COLLEGE","JASPER","AL","1","5","901052","1","","","","4","2","1","1","3","","6","11","0","0","0","","","","","40","4","001052A1","2","40","1","IC1","127","1","1","1411 INDIANA AVE","35501","WALKER","4","2053870511","2053870511","2053870511","631104513","J FOSTER WATKINS","PRESIDENT"
"102429","BEVILL STATE COMMUNITY COLLEGE","SUMITON","AL","1","5","5733","1","","","","4","2","1","1","3","","6","14","0","0","0","","","","","40","4","00573300","1","40","2","IC1","127","1","1","100 STATE ST","35148","WALKER","4","2056483271","2056483271","2056483271","631102108","HAROLD WADE","PRESIDENT"
"102438","WHITE AND SONS BARBER COLLEGE","MOBILE","AL","1","5","","1","9","","","9","3","3","2","2","","2","","","","","","","","","","6","","","0","1","IC4","97","1","1","1350-52 MARTIN L KING AVE","36603","","","2054328952","","","","ISAAC WHITE",""
"102508","AEROTECH FLIGHT SERVICE INC","ANCHORAGE","AK","2","8","","1","9","","","9","3","3","2","1","","2","","","","","","","","","","6","","","0","1","IC4","20","1","1","1100 MERRILL FIELD DR","99501","","","9072796558","9072796558","9072796558","","RAMONA ARDAIZ","DIRECTOR"
"102526","ALASKA COMPUTER INSTITUTE","ANCHORAGE","AK","2","8","","1","","","","9","3","3","2","1","","2","17","26","0","1","","","","","","4","02326600","9","0","1","IC3","20","1","1","701 E TUDOR RD STE 101","99503","ANCHORAGE","99","9075632244","9075632244","9075632244","880200337","ROBERT WOODMAN","DIRECTOR"
"102553","UNIVERSITY OF ALASKA ANCHORAGE","ANCHORAGE","AK","2","8","11462","1","","","","1","1","1","1","7","","2","5","6","3","3","","","","","21","4","01146200","1","20","1","IC1","20","1","1","3211 PROVIDENCE DR","99508","ANCHORAGE","99","9077861800","9077861586","9077861480","","EDWARD LEE GORSUCH","CHANCELLOR"
"102562","ALASKA BAPTIST NATIVE SCHOOL OF THEOLOGY","ANCHORAGE","AK","2","8","","1","9","","","5","2","2","6","4","","2","","","","","","","","","","6","","","0","2","IC4","20","1","1","802 E 3RD AVE","99514","ANCHORAGE","","9072793631","9072793631","9072793631","","RICHARD M HALE","DIRECTOR"
"102580","ALASKA BIBLE COLLEGE","GLENNALLEN","AK","2","8","8843","1","","","","2","1","2","6","5","","7","0","10","0","0","","","","","51","4","00884300","1","30","1","IC4","261","1","1","BOX 289 COLLEGE RD","995880289","","","9078223201","9078223201","8004787884","943255546","STEVEN HOSTETTER","INTERIM PRESIDENT"
"102623","ALASKA FLYING NETWORK INC","KENAI","AK","2","8","","1","","","","9","3","3","2","1","","6","","","","","","","","","","4","","","0","2","IC4","122","1","1","403 N WILLOW STE 1","99611","KENAI","99","9072835700","9072835700","9072835700","920113991","DEAN W EICHHOLZ","PRESIDENT"
"102614","UNIVERSITY OF ALASKA FAIRBANKS","FAIRBANKS","AK","2","8","1063","1","","","","1","1","1","1","9","","5","2","13","2","2","","","","","14","4","00106300","1","10","1","IC1","90","1","1","SIGNERS HALL","99775","FAIRBANKS NORTH STAR BOROUGH","99","9074747211","9074747256","9074747500","","JOAN WADLOW","CHANCELLOR"
"102632","UNIVERSITY OF ALASKA SOUTHEAST","JUNEAU","AK","2","8","1065","1","","","","1","1","1","1","7","","5","1","14","2","1","","","","","22","4","00106500","1","20","1","IC1","110","1","1","11120 GLACIER HWY","99801","JUNEAU","99","9074656457","9074656255","9074656452","","MARSHALL LIND","CHANCELLOR"
"102669","ALASKA PACIFIC UNIVERSITY","ANCHORAGE","AK","2","8","1061","1","","","","2","1","2","6","7","","2","7","11","3","3","","","","","21","4","00106100","1","20","1","IC1","20","1","1","4101 UNIVERSITY DR","99508","","1","9075611266","9075648288","9075648248","920023588","DOUGLAS M NORTH","PRESIDENT"
"102711","ALASKA VOCATIONAL TECHNICAL CENTER","SEWARD","AK","2","8","","1","","","","7","3","1","1","2","","6","","","","","","","","","","4","03160300","1","0","1","IC1","122","1","1","809 SECOND AVE","99664","","","9072243322","9072243322","9072243322","926001185","FRED ESPOSITO","DIRECTOR"
"102818","ELITE HOSPITALITY TRAINING CENTER","ANCHORAGE","AK","2","8","","4","2","","","9","3","3","2","2","","2","","","","","","","","","","","","","0","","IC4","20","1","3","800 E DIMOND BLVD STE 3-350","99515","","99","9073491400","9073491400","9073491400","","CAROL HART","PRESIDENT"
"102845","CHARTER COLLEGE","ANCHORAGE","AK","2","8","25769","1","","","","6","2","3","2","3","","2","10","8","9","2","","","","","","4","02576900","1","40","1","IC1","20","1","1","2221 E NORTHERN LIGHTS BLVD STE 120","99508","","","9072771000","9072771000","9072771000","920105865","MILTON BYRD","PRESIDENT"
"102872","COMMONWEALTH SCHOOL OF REAL ESTATE","ANCHORAGE","AK","2","8","","4","2","","","9","3","3","2","1","","2","","","","","","","","","","","","","0","","IC4","20","1","3","4105 TURNAGAIN BLVD","99517","","","9072481717","9072481717","9072481717","","BROOKE MARSTON","EDUCATION DIRECTOR"
"102906","COVENANT LIFE COLLEGE","HAINES","AK","2","8","","1","9","","","2","1","2","6","5","","7","","","","","","","","","","6","","","30","2","IC4","100","3","1","BOX 1329","99827","","","9077675520","","9077675520","920090102","TOM ROWE JR","ADMINISTRATIVE VICE PRESIDENT"
"102915","ELMENDORF AERO CLUB","ELMENDORF AFB","AK","2","8","","1","","","","7","3","1","1","1","","2","","","","","","","","","","6","","","0","1","IC4","20","1","1","PO BOX 292","99506","","","9077534167","9077534167","9077534167","","RICHARD HORSTMANN","MANAGER"
"102960","FAR NORTH BIBLE COLLEGE","ANCHORAGE","AK","2","8","","1","","","","5","2","2","6","4","","2","","","","","","","","","","4","","","0","1","IC4","20","1","1","PO BOX 20-0408","995200408","ANCHORAGE","","9072767851","9072767851","9072767851","","TERRY WHITTLESEY","PRESIDENT"
"103024","AHEAD OF TIME","ANCHORAGE","AK","2","8","","1","","","","9","3","3","2","2","","2","","","","","","","","","","4","","","0","1","IC4","20","1","1","3801 OLD SEWARD HWY STE 8","99503","","","9075622372","9075611310","9075611310","920121580","JERRI JESSOP-POTESTE","OWNER"
"103194","MILA INC","ANCHORAGE","AK","2","8","","4","2","","","9","3","3","2","1","","2","","","","","","","","","","","","","0","","IC4","20","1","3","3330 ARTIC BLVD STE 201","99503","","99","9075626452","9075626452","9075626452","","MARY E SHIELDS","GENERAL MANAGER"
"103246","NEW CONCEPTS BEAUTY SCHOOL INC","FAIRBANKS","AK","2","8","","1","","","","9","3","3","2","2","","7","17","17","0","4","","","","","","4","02583300","1","0","1","IC3","90","1","1","3677 COLLEGE RD STE 4","99709","","","9074524684","9074524684","9074524684","920122605","SALLY S EDDINGS","PRESIDENT"
"103255","NEW FRONTIER VOCATIONAL TECHNICAL CENTER INC","SOLDOTNA","AK","2","8","","1","","","","9","3","3","2","1","","6","","","","","","","","","","4","","","0","1","IC4","122","1","1","35270 K BEACH RD STE 37B","99669","KENAI PENINSULA","","9072629055","9072629055","9072629055","","JUDI WALGENBACH","DIRECTOR"
"103352","PEOPLE COUNT INC","KENAI","AK","2","8","","1","","","","8","3","2","3","1","","6","","","","","","","","","","4","","","0","1","IC4","122","1","1","PO BOX 1310","99611","","","9072834099","9072834099","9072834099","920088849","JACK E BROWN","EXECUTIVE DIRECTOR"
"103361","PRINCE WILLIAM SOUND COMMUNITY COLLEGE","VALDEZ","AK","2","8","29505","1","","","","4","2","1","1","3","","6","0","8","2","1","","","","","40","4","011462A1","2","40","2","IC1","261","1","1","PO BOX 97","99686","VALDEZ","99","9078352421","9078352678","9078352678","","JO ANN C MCDOWELL","PRESIDENT"
"103440","SHELDON JACKSON COLLEGE","SITKA","AK","2","8","1062","1","","","","2","1","2","6","5","","6","2","19","1","2","","","","","32","4","00106200","1","30","1","IC1","220","1","1","801 LINCOLN","99835","SITKA","99","9077473666","9077475241","9077475221","","DAVID MEEKHOFMERON","PRESIDENT"
"103468","SAINT HERMANS THEOLOGICAL SEMINARY","KODIAK","AK","2","8","","1","","","","2","1","2","7","5","","6","","","","","","","","","","4","","","30","1","IC4","150","3","1","414 MISSION RD STE 1","99615","","","9074863524","9074863524","9074863524","","MICHAEL J OLEKSA","DEAN"
"103495","TESTING INSTITUTE OF ALASKA INC","ANCHORAGE","AK","2","8","","1","","","","9","3","3","2","1","","2","","","","","","","","","","4","","","0","1","IC4","20","1","1","2114 RAILROAD AVE","99501","ANCHORAGE","1","9072763440","9072763440","9072763440","920072372","DONALD M LOCKMAN","PRESIDENT"
"103501","CAREER ACADEMY","ANCHORAGE","AK","2","8","","1","","","","9","3","3","2","1","","2","6","7","7","5","","","","","","4","02541000","1","0","1","IC3","20","1","1","1415 E TUDOR","995071033","","99","9075637575","9075637575","9075637575","920106326","JENNIFER DEITZ","PRESIDENT"
"103510","TREND SETTERS SCHOOL OF BEAUTY","ANCHORAGE","AK","2","8","","1","9","","","9","3","3","2","2","","2","","","","","","","","","","6","","","0","1","IC4","20","1","1","407 E NORTHERN LIGHTS BLVD","99503","MUNIC","","9072747150","9072747150","9072747150","920041987","DENNIS MILLHOUSE","OWNER"
"103529","UNIVERSITY OF ALASKA SYSTEM OF HIGHER EDUCATION","FAIRBANKS","AK","2","8","8005","3","","","","0","1","1","1","9","","5","","","","","","","","","","4","001063A1","2","10","1","IC1","90","1","1","910 YUKON DR","99775","FAIRBANKS NORTH STAR BOROUGH","99","9074747311","","","","JEROME KOMISAR","PRESIDENT"
"103583","TAKE FLIGHT ALASKA","ANCHORAGE","AK","2","8","","1","9","","","9","3","3","2","1","","2","","","","","","","","","","6","","","0","1","IC4","20","1","1","1740 E FIFTH AVE","995012897","","99","9072770511","9072770511","9072770511","","JOSEPH WILBUR","PRESIDENT"
"103644","ACADEMY OF BUSINESS COLLEGE","PHOENIX","AZ","4","6","","1","","","","6","2","3","2","3","","1","14","9","0","11","","","","","40","4","02295000","3","40","1","IC1","13","1","1","2525 W BERYL AVE","85021","MARICOPA","3","6029424141","6029424141","6029424141","860437603","JEFFREY S OLSON","EXECUTIVE DIRECTOR"
"103723","AL COLLINS GRAPHIC DESIGN SCHOOL","TEMPE","AZ","4","6","21749","1","","","","3","1","3","2","5","","2","5","4","2","18","","","","","40","4","02174900","1","30","2","IC1","13","1","1","1140 S PRIEST RD","85281","MARICOPA","","6029663000","6029663000","6029663000","860752105","RALPH VIEAU","PRESIDENT"
"103732","ALLURE CAREER COLLEGE OF BEAUTY","SCOTTSDALE","AZ","4","6","","1","","","","9","3","3","2","2","","2","0","1","1","0","","","","","","4","01293700","1","0","1","IC3","13","1","1","7730 E MCDOWELL","85257","MARICOPA","1","6029497557","6029497557","6029497557","860642628","JOHN PUHALA","PRESIDENT"
"103741","ALLURE CAREER COLLEGE OF BEAUTY","TUCSON","AZ","4","6","","1","","","","9","3","3","2","2","","1","3","0","0","17","","","","","","4","00886500","1","0","1","IC3","19","1","1","3210 E SPEEDWAY BLVD","85716","PIMA","","6023276544","6023276544","6023276544","860642628","JOHN PUHALA","PRESIDENT"
"103778","AMERICAN GRADUATE SCHOOL OF INTERNATIONAL MGT","GLENDALE","AZ","4","6","1070","4","2","","","2","1","2","3","7","","3","1","0","3","4","","","","","55","","00107000","1","20","","IC1","13","1","3","15249 N 59TH AVE","85306","MARICOPA","3","6029787011","6029787131","6029787210","860105586","ROY HERBERGER JR","PRESIDENT"
"103787","AMERICAN INDIAN COLL OF THE ASSEMBLIES OF GOD INC","PHOENIX","AZ","4","6","21999","1","","","","2","1","2","6","5","","1","3","67","2","10","","","","","51","4","02199900","1","30","1","IC1","13","1","1","10020 N 15TH AVE","85021","MARICOPA","4","6029443335","6029443335","6029443335","860200899","W DUANE COLLINS","PRESIDENT"
"103811","AMERICAN INSTITUTE OF TECHNOLOGY","PHOENIX","AZ","4","6","","1","","","","9","3","3","2","1","","1","2","1","0","9","","","","","","4","02317800","1","0","1","IC3","13","1","1","440 S 54TH AVE","85043","MARICOPA","3","6022332222","6022332222","6022332222","860608859","R. WADE MURPHREE","PRESIDENT"
"103820","AMERICAN INSTITUTE","PHOENIX","AZ","4","6","","1","","","","6","2","3","2","3","","1","0","0","0","0","","","","","40","4","02280400","1","40","1","IC1","13","1","1","660 E VAN BUREN ST","85004","MARICOPA","2","6022524986","6022524986","6022524986","860421025","FLORENCE TATE","CHIEF EXECUTIVE OFFICER"
"103893","APOLLO COLLEGE-PHOENIX INC","PHOENIX","AZ","4","6","","1","","","","6","2","3","2","3","","1","5","6","1","21","","","","","","4","02100600","1","40","2","IC1","13","1","1","8503 N 27TH AVE","85051","MARICOPA","4","6024331333","6024331333","6028641571","860316487","CINDY NESTOR","DIRECTOR"
"103909","APOLLO COLLEGE-TRI CITY INC","MESA","AZ","4","6","","1","","","","6","2","3","2","3","","1","","","","","","","","","","4","02100611","1","40","1","IC1","13","1","1","630 W SOUTHERN AVE","85210","MARICOPA","1","6024331333","6024331333","6028316585","860498129","CAROL HORN","DIRECTOR"
"103927","APOLLO COLLEGE","TUCSON","AZ","4","6","","1","","","","6","2","3","2","3","","1","","","","","","","","","","4","02100607","1","40","1","IC1","19","1","1","3870 N ORACLE RD","85705","PIMA","2","6024331333","6024331333","6028885885","860498134","SALLY DOWDE","DIRECTOR"
"103945","NORTHERN ARIZONA COLLEGE OF HEALTH CAREERS","FLAGSTAFF","AZ","4","6","","1","","","","9","3","3","2","1","","5","","","","","","","","","","4","03120300","1","0","1","IC3","5","1","1","5200 E CORTLAND BLVD STE 19A","86004","COCONINO","6","5205260763","5205260763","5205260763","526407167","BETTY MCCARTY","OWNER/DIRECTOR"
"103954","ARIZONA ACADEMY OF BEAUTY INC","TUCSON","AZ","4","6","","1","","","","9","3","3","2","2","","1","20","0","0","10","","","","","","4","00886400","1","0","1","IC3","19","3","1","5631 E SPEEDWAY BLVD","85712","PIMA","2","5208854120","5208854120","5208854120","860178896","STEWART WHITE","OWNER"
"103963","NATIONAL EDUCATION CENTER-AZ AUTOMOTIVE INSTITUTE","GLENDALE","AZ","4","6","10847","1","","","","6","2","3","2","3","","3","1","8","3","14","","","","","40","4","01084700","1","40","1","IC1","13","1","1","6829 N 46TH AVE","853013579","MARICOPA","3","8005280717","6029347273","6029347273","","JOHN CALMAN","SCHOOL PRESIDENT"
"103972","AMERICAN EXPRESS TRAVEL SCHOOL","PHOENIX","AZ","4","6","","1","","","","9","3","3","2","1","","1","","","","","","","","","","4","","","0","1","IC4","13","1","1","3600 E UNIVERSITY DR STE G1220","85034","MARICOPA","1","6024703333","","6024703330","","TED NULL","SCHOOL DIRECTOR"
"104072","ARIZONA COLLEGE OF REAL ESTATE","SIERRA VISTA","AZ","4","6","","1","","","","9","3","3","2","1","","5","","","","","","","","","","4","","","0","2","IC4","3","1","1","125 S SECOND ST","85635","COCHISE","","5203786210","","","860847421","LYN E LOVE","DIRECTOR"
"104151","ARIZONA STATE UNIVERSITY-MAIN CAMPUS","TEMPE","AZ","4","6","1081","1","","","","1","1","1","1","9","1","2","3","2","4","9","","","","","11","4","00108100","1","11","1","IC1","13","1","1","","85287","MARICOPA","1","6029659011","6029653355","6029652604","860196696","LATTIE F COOR","PRESIDENT"
"104160","ARIZONA WESTERN COLLEGE","YUMA","AZ","4","6","1071","1","","","","4","2","1","1","4","","2","3","3","2","46","","","","","40","4","00107100","1","40","1","IC1","27","1","1","PO BOX 929","85366","YUMA","2","5207261000","5203447634","5207261050","","DON SCHOENING","PRESIDENT"
"104018","ARIZONA BIBLE COLLEGE","PHOENIX","AZ","4","6","22000","1","","","","2","1","2","3","5","","1","5","2","4","3","","","","","51","4","02200000","1","30","2","IC1","13","1","1","1718 W MARYLAND AVE","85015","PHOENIX","3","6022426400","6022426400","6022426400","860255393","RAYMOND CHESTER","ADMINISTRATIVE DEAN"
"104090","ARIZONA INSTITUTE OF BUSINESS AND TECHNOLOGY","PHOENIX","AZ","4","6","","1","","","","5","2","2","3","3","","1","11","10","9","27","","","","","","4","02218800","1","40","2","IC1","13","1","1","6049 N 43RD AVE","85019","MARICOPA","4","6022426265","6022426265","6022426265","860372922","ANNA M VARVAIS","DIRECTOR"
"104179","UNIVERSITY OF ARIZONA","TUCSON","AZ","4","6","1083","1","","","","1","1","1","1","9","1","1","2","2","5","12","","","1","","11","4","00108300","1","11","2","IC1","19","1","1","","85721","PIMA","2","5206212211","5206211858","5206213237","","PETER LIKINS","PRESIDENT"
"104188","THE ART CENTER","TUCSON","AZ","4","6","","1","","","","6","2","3","2","4","","1","4","1","2","36","","","","","","4","02491500","1","40","1","IC1","19","1","1","2525 N COUNTRY CLUB RD","85716","PIMA","2","5203250123","5203250123","5203250123","860567728","SHARMON R WOODS","PRESIDENT"
