unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,unitidx,sector,iclevel,control,affil,hloffer,fpoffer,"formrt",resplast,respstat,"addr","zip","countynm",congdist,gentele,"chfnm","chftitle"
"102298","TALLADEGA COLLEGE","TALLADEGA","AL","1","5","1046","","","2","1","2","6","5","","1","1","1","627 W BATTLE STREET","35160","TALLADEGA","3","2053620206","DR. JOSEPH JOHNSON","PRESIDENT"
"102313","TRENHOLM STATE TECHNICAL COLLEGE","MONTGOMERY","AL","1","5","5734","","","4","2","1","1","3","","2","1","1","1225 AIR BASE BLVD","36108","MONTGOMERY","2","2058329000","THAD MCCLAMMY","PRESIDENT"
"102322","TROY STATE UNIVERSITY AT DOTHAN","DOTHAN","AL","1","5","1048","","","1","1","1","1","7","","1","1","1","3601 US 231 NORTH","36303","HOUSTON","2","2059836556","THOMAS HARRISON","PRESIDENT"
"102331","TROY STATE UNIVERSITY IN PHENIX CITY","PHENIX CITY","AL","1","5","901047","","","1","1","1","1","8","","1","1","1","ONE UNIVERSITY PLACE","36869","RUSSELL","3","2052971007","HARVEY PITTS JR","ASSOC VP"
"102340","TROY STATE UNIVERSITY CENTRAL OFFICE","TROY","AL","1","5","8003","","","0","0","0","","","","1","1","1","UNIVERSITY AVENUE","36082","PIKE","2","2056703000","JACK HAWKINS, JR.","CHANCELLOR"
"102359","TROY STATE UNIVERSITY IN MONTGOMERY","MONTGOMERY","AL","1","5","1049","","","1","1","1","1","8","","1","1","1","P.O. DRAWER 4419","361034419","MONTGOMERY","2","2052419536","MILLARD E ELROD","PRESIDENT"
"102368","TROY STATE UNIVERSITY-MAIN CAMPUS","TROY","AL","1","5","1047","","","1","1","1","1","8","","1","1","1","UNIVERSITY AVE","36082","PIKE","2","2056703000","JACK HAWKINS, JR.","CHANCELLOR"
"102377","TUSKEGEE UNIVERSITY","TUSKEGEE","AL","1","5","1050","","","2","1","2","3","7","1","1","1","1","","36088","MACON","3","2057278011","BENJAMIN PAYTON","PRESIDENT"
"102386","TWENTIETH CENTURY COLLEGE","MOBILE","AL","1","5","","","","9","3","3","2","2","","3","1","1","352 GOVERNMENT ST","36602","MOBILE","1","2054389837","JOHN HORNUNG","PRESIDENT"
"102395","UNITED STATES SPORTS ACADEMY","DAPHNE","AL","1","5","21706","","","2","1","2","3","9","","1","1","1","ONE ACADEMY DR","36526","BALDWIN","1","2056263303","THOMAS P ROSANDICH","PRES & CEO"
"102410","WALKER COLLEGE","JASPER","AL","1","5","1058","","","5","2","2","3","3","","2","1","1","1411 INDIANA AVE","35501","WALKER","4","2053870511","JACK L MOTT","PRESIDENT"
"102429","WALKER STATE TECHNICAL COLLEGE","SUMITON","AL","1","5","5733","","","4","2","1","1","4","","2","1","1","P.O. DRAWER K","35148","WALKER","4","2056483271","HAROLD WADE","PRESIDENT"
"102438","ISAAC WHITE BARBER COLLEGE","MOBILE","AL","1","5","","","","9","3","3","2","2","","3","1","1","PO BOX 818","36603","","","2054328952","ISAAC WHITE",""
"102508","AEROTECH FLIGHT SERVICE INC","ANCHORAGE","AK","2","8","","","","6","2","3","2","4","","2","1","1","1100 MERRILL FIELD DRIVE","99501","","","9072796558","RAMONA ARDAIZ","DIRECTOR"
"102526","ALASKA COMPUTER INSTITUTE OF TECHNOLOGY","ANCHORAGE","AK","2","8","","","","6","2","3","2","4","","2","1","1","701 EAST TUDOR ROAD SUITE 101","99503","ANCHORAGE","99","9075632244","GARVIS CHADWICK","DIRECTOR"
"102553","UNIVERSITY OF ALASKA ANCHORAGE","ANCHORAGE","AK","2","8","11462","","","1","1","1","1","7","","1","1","1","3211 PROVIDENCE DRIVE","99508","ANCHORAGE","99","9077861483","DONALD BEHREND","CHANCELLOR"
"102562","ALASKA BAPTIST NATIVE SCHOOL OF THEOLOGY","ANCHORAGE","AK","2","8","","","","5","2","2","6","4","","2","1","1","PO BOX 140210","99514","ANCHORAGE AK","","9072793631","DONALD ROLLINS",""
"102580","ALASKA BIBLE COLLEGE","GLENNALLEN","AK","2","8","8843","","","2","1","2","6","5","","1","1","1","BOX 289","99588","","","9078223201","GARY RIDLEY","PRESIDENT"
"102605","ALASKA JUNIOR COLLEGE","ANCHORAGE","AK","2","8","9713","","","6","2","3","2","3","","2","1","3","800 E DIMOND BLVD STE 3-350","99515","","","9073491905","KATHRYN SMITH","PRESIDENT"
"102614","UNIVERSITY OF ALASKA FAIRBANKS","FAIRBANKS","AK","2","8","1063","","","1","1","1","1","9","","1","1","1","SIGNERS HALL","99775","FAIRBANKS NORTH STAR","99","9074747821","JOAN WADLOW","CHANCELLOR"
"102623","ALASKA FLYING NETWORK INC","KENAI","AK","2","8","","","","9","3","3","2","1","","3","1","1","403 N WILLOW #1","99611","KENAI","99","9072835700","DEAN W EICHHOLZ","PRESIDENT"
"102632","UNIVERSITY OF ALASKA SOUTHEAST","JUNEAU","AK","2","8","1065","","","1","1","1","1","7","","1","1","1","11120 GLACIER HIGHWAY","99801","JUNEAU","99","9077894472","MARSHALL LIND","CHANCELLOR"
"102669","ALASKA PACIFIC UNIVERSITY","ANCHORAGE","AK","2","8","1061","","","2","1","2","6","7","","1","1","1","4101 UNIVERSITY DRIVE","99508","","1","9075611266","F THOMAS TROTTER","PRESIDENT"
"102711","ALASKA VOCATIONAL-TECHNICAL CENTER","SEWARD","AK","2","8","","","","7","3","1","1","2","","2","1","1","P.O. BOX 889","99664","","","9072243322","ROBERT BOOHER","DIRECTOR"
"102748","ANCHORAGE ALASKA BARBER COLLEGE","ANCHORAGE","AK","2","8","","","","9","3","3","2","2","","3","1","1","3517 MOUNTAIN VIEW DRIVE","99508","","","9072740732","LARRY WHITSETT","OWNER/INSTRUCT"
"102793","AVIATION NORTH","CHUGIAK","AK","2","8","","","","9","3","3","2","2","","3","1","1","P.O. BOX 671528","99567","","","9076883545","GARY BEU","GENERAL MANAGER"
"102818","ALASKA PROFESSIONAL BARTENDING SCHOOL","ANCHORAGE","AK","2","8","","","","9","3","3","2","1","","3","1","1","PO BOX 233969","99523","","99","9075635100","STAN AUSTIN","PRESIDENT"
"102845","CHARTER COLLEGE","ANCHORAGE","AK","2","8","","","","6","2","3","2","4","","2","1","1","2221 E NORTHERN LIGHTS BLVD.","99508","","","9072771000","MILTON BYRD","PRESIDENT"
"102872","COMMONWEALTH SCHOOL OF REAL ESTATE","ANCHORAGE","AK","2","8","","","","9","3","3","2","1","","3","1","3","4105 TURNAGAIN BLVD","99517","","","9072485014","BROOKE MARSTON","EDUCATION DIR"
"102906","COVENANT LIFE COLLEGE","HAINES","AK","2","8","","","","2","1","2","7","5","","1","3","3","BOX 1329","99827","","","9077662992","TOM ROWE JR","ADMINISTRAT VP"
"102915","ELMENDORF AERO CLUB","ELMENDORF AFB","AK","2","8","","","","7","3","1","1","2","","2","1","1","P.O. BOX 292","99506","","","9077534167","BRENT ENGLISH","MANAGER"
"102951","FAIRBANKS BEAUTY SCHOOL","FAIRBANKS","AK","2","8","","","","9","3","3","2","2","","3","1","1","1255 AIRPORT RD-SUITE 2-A","99701","","","9074522555","EMMA WRIGHT","EXECUTIVE ADMI"
"102960","FAR NORTH BIBLE COLLEGE","ANCHORAGE","AK","2","8","","","","5","2","2","6","4","","2","1","1","916 E. 11TH","99501","","","9072767851","RONALD I. SOMMERS","PRES"
"103024","HAIR STUDIO SCHOOL OF DESIGN","ANCHORAGE","AK","2","8","","","","9","3","3","2","2","","3","1","3","3801 OLD SEWARD HIGHWAY, SUITE 8","99503","","","9075622372","JERRI JESSOP","OWNER"
"103194","MILA ADMINISTRATIVE SERVICES","ANCHORAGE","AK","2","8","","","","9","3","3","2","1","","3","1","1","3330 C STREET SUITE 100","99503","","99","9075626452","MARGI AHLGREN","OWNER"
"103246","NEW CONCEPTS BEAUTY SCHOOL","FAIRBANKS","AK","2","8","","","","9","3","3","2","2","","3","1","1","1019 COLLEGE ROAD","99701","","","9074524684","KAREN FULTZ","OWNER"
"103255","NEW FRONTIER VOCATIONAL-TECHNICAL CENTER","SOLDOTNA","AK","2","8","","","","9","3","3","2","1","","3","1","1","PO BOX 1869","99669","KENAI PENINSULA BOROUGH","","9072629055","JUDI WALGENBACH","DIRECTOR"
"103352","PEOPLE COUNT INC","KENAI","AK","2","8","","","","8","3","2","3","2","","3","1","1","PO BOX 1310","99611","","","9072834099","JACK E BROWN","EXEC DIR"
"103361","PRINCE WILLIAM SOUND COMMUNITY COLLEGE","VALDEZ","AK","2","8","","","","4","2","1","1","3","","2","1","1","P.O. BOX 97","99686","VALDEZ","99","9078352723","JOHN DEVENS,","PRESIDENT"
"103440","SHELDON JACKSON COLLEGE","SITKA","AK","2","8","1062","","","2","1","2","6","5","","1","1","1","801 LINCOLN","99835","SITKA","99","9077473666","MICHAEL KAELKE","PRESIDENT"
"103468","SAINT HERMANS THEOLOGICAL SEMINARY","KODIAK","AK","2","8","","","","2","1","2","7","5","","1","1","1","414 MISSION RD. SUITE 1","99615","","","9074863524","ARCHPRIEST JOSEPH","JOSEPH"
"103495","TESTING INSTITUTE OF ALASKA INC","ANCHORAGE","AK","2","8","","","","9","3","3","2","1","","3","1","1","2114 RAILROAD AVE","99501","ANCHORAGE","1","9072763440","DONALD M LOCKMAN","PRESIDENT"
"103501","TRAVEL ACADEMY","ANCHORAGE","AK","2","8","","","","9","3","3","2","2","","3","1","1","1415 E. TUDOR","995071033","USA","99","9075637575","JENNIFER DEITZ","PRESIDENT"
"103510","TREND SETTERS SCHOOL OF BEAUTY","ANCHORAGE","AK","2","8","","","","9","3","3","2","1","","3","1","1","407 E NORHTERN LIGHTS BLVD","99503","MUNIC","","9072747150","DENNIS MILLHOUSE",""
"103529","UNIVERSITY OF ALASKA SYSTEM OF HIGHER EDUCATION","FAIRBANKS","AK","2","8","8005","","","0","0","0","","","","1","1","1","910 YUKON DR","99775","FAIRBANKS NORTH STAR","99","9074747311","JEROME KOMISAR","PRESIDENT"
"103547","VERNAIR","ANCHORAGE","AK","2","8","","","","9","3","3","2","1","","3","1","1","1704 EAST 5TH AVENUE","99501","","","9072587822","LAVERN O ULMER","PRESIDENT"
"103583","FLIGHT SAFETY ALASKA","ANCHORAGE","AK","2","8","","","","9","3","3","2","1","","3","1","1","1740 E FIFTH AVENUE","995012897","","99","9072770511","JOSEPH WILBUR","PRESIDENT"
"103617","ABC WELDING SCHOOL","PHOENIX","AZ","4","6","","","","9","3","3","2","1","","3","1","1","2345 WEST THOMAS RD","85015","MARICOPA","2","6022581808","TORCH HALL","CEO"
"103635","ABC TECHNICAL AND TRADE SCHOOLS","TUCSON","AZ","4","6","","","","6","2","3","2","4","","2","1","1","3761 E TECHNICAL DR","85713","PIMA","2","6027481762","RON KESSLER","VICE-PRESIDENT"
"103644","ACADEMY BUSINESS COLLEGE","PHOENIX","AZ","4","6","","","","6","2","3","2","3","","2","1","1","3320 W CHERYL DR SUITE 115","85051","MARICOPA","3","6029424141","TOBY JALOWSKY","DIRECTOR"
"103653","AZTECH COLLEGE","TEMPE","AZ","4","6","","","","6","2","3","2","3","","2","1","1","1131 W BROADWAY RD","85282","MARIC","1","6029677813","MARK P LUEBKE","PRESIDENT"
"103723","AL COLLINS GRAPHIC DESIGN SCHOOL, LTD","TEMPE","AZ","4","6","21749","","","3","1","3","2","5","","1","1","1","1140 SOUTH PRIEST RD.","85281","MARICOPA","1","6029663000","CHUCK COLLINS","EXEC V P"
"103732","ALLURE CAREER COLLEGE OF BEAUTY","SCOTTSDALE","AZ","4","6","","","","9","3","3","2","2","","3","1","1","7730 EAST MCDOWELL","85257","MARICOPA","1","6029497557","ROBERT CLEMENTS","PRESIDENT"
"103741","ALLURE CAREER COLLEGE OF BEAUTY","TUCSON","AZ","4","6","","","","9","3","3","2","1","","3","1","1","3210 E SPEEDWAY BLVD","85716","PIMA","","6023276544","PETER FIDEL","PRES"
"103769","ALTA BUSINESS AND PROFESSIONAL TRAINING CENTER","PHOENIX","AZ","4","6","","","","9","3","3","2","1","","3","1","1","3839 N 3RD ST 300","85012","MARICOPA","2","6022308826","PETER SPERLING","DIRECTOR"
"103778","AMERICAN GRADUATE SCHOOL OF INTERNATIONAL MGMT","GLENDALE","AZ","4","6","1070","","","2","1","2","3","7","","1","1","1","THUNDERBIRD CAMPUS","85306","MARICOPA","3","6029787011","ROY HERBERGER JR","PRESIDENT"
"103787","AMERICAN INDIAN BIBLE COLLEGE","PHOENIX","AZ","4","6","21999","","","2","1","2","6","5","","1","1","1","10020 NORTH 15TH AVENUE","85021","MARICOPA","5","6029443335","DAVID MOORE","PRESIDENT"
"103796","AMERICAN BEAUTY FLORAL DESIGN SCHL","TEMPE","AZ","4","6","","","","9","3","3","2","1","","3","1","1","601 E BROADWAY","85282","MARICOPA","1","6022546761","",""
"103802","AMERICAN COLLEGE OF REAL ESTATE LTD","TUCSON","AZ","4","6","","","","9","3","3","2","1","","3","1","1","4651 N 1ST AVE, #103","85718","","","6028884508","",""
"103811","AMERICAN INSTITUTE OF TECHNOLOGY","PHOENIX","AZ","4","6","","","","9","3","3","2","1","","3","1","1","1917 W GLENDALE AVE","85021","MARICOPA","3","6024331076","R. WADE MURPHREE","PRESIDENT"
"103820","AMERICAN INSTITUTE OF COURT REPORTING","PHOENIX","AZ","4","6","","","","6","2","3","2","3","","2","1","1","3443 N. CENTRAL AVE.","85012","","2","6022524986","ANN FAULKNER KENNEDY","CEO"
"103848","AMERICAN TECHNICAL CENTER","PHOENIX","AZ","4","6","","","","9","3","3","2","2","","3","1","1","4201 N 47TH AVE","85031","MARICOPA","2","6022450090","GEORGE MILHOAN","PRESIDENT"
"103857","AMERICAN TELLER SCHOOLS","PHOENIX","AZ","4","6","","","","9","3","3","2","1","","3","1","1","635 W INDIAN SCHOOL RD SUITE 201","85013","MARICOPA","1","6022480885","RANDY UTLEY","PRES"
"103893","APOLLO COLLEGE","PHOENIX","AZ","4","6","","","","9","3","3","2","2","","3","1","1","8503 NORTH 27TH AVENUE","85051","MARICOPA","4","6028641571","EDWARD HOSKINS","DIRECTOR"
"103909","APOLLO COLLEGE OF MEDICAL AND DENTAL CAREERS","MESA","AZ","4","6","","","","9","3","3","2","2","","3","1","1","630 WEST SOUTHERN AVENUE","85202","MARICOPA","1","6028316585","MICHAEL WARNER","DIRECTOR"
"103927","APOLLO COLLEGE","TUCSON","AZ","4","6","","","","9","3","3","2","2","","3","1","1","3870 N ORACLE RD","85705","PIMA","2","6028885885","LUBA CHLIWNIAK","DIRECTOR"
"103945","ARIZONA ACADEMY MEDICAL AND DENTAL ASSISTANTS","FLAGSTAFF","AZ","4","6","","","","9","3","3","2","2","","3","1","1","2575 E 7TH AVE","86001","COCONINO","3","6025266359","DAVID M SCHRADER","PRESIDENT"
"103954","ARIZONA ACADEMY OF BEAUTY","TUCSON","AZ","4","6","","","","9","3","3","2","2","","3","1","1","6015 E BROADWAY","85711","PIMA","2","6027456247","MANDELL WHITE","OWNER"
"103963","NATIONAL EDUCATION CENTER, ARIZONA AUTOMOTIVE INST","GLENDALE","AZ","4","6","10847","","","6","2","3","2","3","","2","1","1","6829 NORTH 46TH AVENUE","85301","MARICOPA COUNTY","3","8005280717","JOHN FRASURE","SCHOOL PRESIDE"
"103972","AMERICAN EXPRESS TRAVEL SCHOOL","PHOENIX","AZ","4","6","","","","9","3","3","2","1","","3","1","1","120 N 44TH ST STE #200","85034","MARICOPA","1","6022442660","TED NULL","SCHOOL DIRECTOR"
"104009","SOUTH WEST ACADEMY OF TECHNOLOGY","PRESCOTT","AZ","4","6","","","","6","2","3","2","3","","2","1","1","1020 SANDRETTO DR","86301","YAVAPAI","3","6027760700","CLARK FOX","DIR/PRES"
"104018","ARIZONA COLLEGE OF THE BIBLE","PHOENIX","AZ","4","6","22000","","","2","1","2","3","5","","1","1","1","2045 W NORTHERN AVENUE","85021","PHOENIX","3","6029952670","ROBERT W BENTON","PRESIDENT"
"104072","ARIZONA COLLEGE OF REAL ESTATE","SIERRA VISTA","AZ","4","6","","","","9","3","3","2","1","","3","1","1","743 E FRY BLVD, SUITE A","85635","","","6024592100","ROBERT D. STACHEL","DIRECTOR"
"104090","ARIZONA INSTITUTE OF BUSINESS AND TECHNOLOGY","PHOENIX","AZ","4","6","","","","5","2","2","3","3","","2","1","3","6049 N 43RD AVE","85019","MARICOPA","4","6022426265","ROBERT S KERSHAW","DIRECTOR"
"104115","ARIZONA INSTITUTE OF REAL ESTATE","PRESCOTT","AZ","4","6","","","","9","3","3","2","1","","3","1","1","106 N CORTEZ SUITE 17","86301","","3","6024450205","",""
"104151","ARIZONA STATE UNIVERSITY","TEMPE","AZ","4","6","1081","","","1","1","1","1","9","1","1","1","1","","85287","MARICOPA","1","6029659011","LATTIE F COOR","PRESIDENT"
"104160","ARIZONA WESTERN COLLEGE","YUMA","AZ","4","6","1071","","","4","2","1","1","4","","2","1","1","P O BOX 929","85366","YUMA","2","6027261000","JAMES CARRUTHERS","PRES"
"104179","UNIVERSITY OF ARIZONA","TUCSON","AZ","4","6","1083","","","1","1","1","1","9","1","1","1","1","","85721","PIMA COUNTY","2","6026212211","MANUEL PACHECO","PRESIDENT"
"104188","ART CENTER OF TUCSON","TUCSON","AZ","4","6","","","","6","2","3","2","4","","2","1","1","2525 N COUNTRY CLUB RD","85716","PIMA","2","6023250123","MARVIN WOODS","DIRECTOR"
"104212","ARIZONA SCHOOL OF SECURITY EDUCATION AND TRAINING","PHOENIX","AZ","4","6","","","","9","3","3","2","1","","3","1","1","4010 N 27TH AVE","85017","MARICOPA","4","6022644193","MICHAEL D. HODGE","DIR OF TRAINING"
"104230","BEEBE'S ACADEMY OF BEAUTY CULTURE","YUMA","AZ","4","6","","","","9","3","3","2","1","","3","1","1","184 W 25TH STREET","85364","YUMA","5","6023442488","CONNIE FOSTER","PRESIDENT"
"104249","NORTHWESTERN SCHOOL OF REAL ESTATE","BULL HEAD","AZ","4","6","","","","9","3","3","2","2","","3","1","1","2959 SILVER CREEK ROAD  #1","86442","","3","6027586922","",""
"104267","BRODSKY SCHOOL OF REAL ESTATE","TUCSON","AZ","4","6","","","","9","3","3","2","1","","3","1","1","720 SOUTH CRAYCROFT","85711","PIMA","","6027471485","FRED BRODSKY","DIRECTOR"
"104276","BUD CRAWLEY REAL ESTATE SCHOOL","PHOENIX","AZ","4","6","","","","9","3","3","2","1","","3","1","3","4621 NORTH 16TH STREET SW-201","85016","","1","6022630090","",""
"104294","CARLOS VALENZUELA ACADEMY","PHOENIX","AZ","4","6","","","","9","3","3","2","2","","3","1","1","1900 W THOMAS RD","85015","MARICOPA","2","6022540707","BETTY S TUNSTALL","DIRECTOR"
"104319","AMERICAN BARTENDER SCHOOL","TUCSON","AZ","4","6","","","","9","3","3","2","1","","3","1","1","1058 NORTH CAMPBELL AVE.","85719","PIMA COUNTY","","6026235951","ROBERT PLOTKIN","OWNR/DIR"
"104328","CENTER FOR EMPLOYMENT TRAINING","TUCSON","AZ","4","6","","","","8","3","2","3","2","","3","1","1","2750 S 4TH AVE 104","85713","PIMA","2","6028849143","RUSS TERSHY","EXECUTIVE DIR"
"104346","CENTRAL ARIZONA COLLEGE","COOLIDGE","AZ","4","6","7283","","","4","2","1","1","4","","2","1","1","8470 N OVERFIELD ROAD","85228","PINAL COUNTY","5","6024264444","JOHN J KLEIN","PRESIDENT"
"104355","CHANDLER AIR SERVICE","CHANDLER","AZ","4","6","","","","9","3","3","2","1","","3","1","1","1675 EAST RYAN ROAD","85249","MARICOPA","1","6029636420","JOHN H WALKUP","PRES"
"104364","CHAPARRAL CAREER COLLEGE","TUCSON","AZ","4","6","","","","6","2","3","2","3","","2","1","1","4585 E SPEEDWAY BLVD SUITE 204","85712","PIMA","5","6023276866","A RHUDE","PRESIDENT"
"104382","CHARLES COOK THEOLOGICAL SCHOOL","TEMPE","AZ","4","6","","","","8","3","2","6","2","","3","1","1","708 S. LINDEN LANE","85281","MARICOPA","1","6029689354","J. DAVID PIERCE","PRESIDENT"
"104391","CHARLES OF ITALY BEAUTY COLLEGE","LAKE HAVASU CITY","AZ","4","6","","","","9","3","3","2","2","","3","1","1","1987 MCCULLOCH BLVD","86403","MOHAVE","2","6024536666","CHARLES BARTOLOMEO","OWNER"
"104416","NORTH AMERICAN COLLEGE-PHOENIX BRANCH","PHOENIX","AZ","4","6","","","","9","3","3","2","2","","3","1","1","2108 E THOMAS RD STE 200","85016","MARIC","4","6022770592","WARREN SORENSON","DIRECTOR"
"104425","COCHISE COLLEGE","DOUGLAS","AZ","4","6","1072","","","4","2","1","1","3","","2","1","1","","85607","COCHISE","5","6023647943","DAN REHUREK","PRESIDENT"
"104434","COLLEGE OF BEAUTY ARTS AND SCIENCES","FLAGSTAFF","AZ","4","6","","","","9","3","3","2","2","","3","1","1","1790 E SANTA FE AVE","86004","COCONINO","3","6027747146","LARRY BULECHEK","OWNER"
"104443","COLLEGE OF BEAUTY ARTS AND SCIENCES","COTTONWOOD","AZ","4","6","","","","9","3","3","2","2","","3","1","1","1229 E CHERRY","86326","YAVAPAI","3","6026343608","LARRY BULECHEK","OWNER"
"104504","DESERT INSTITUTE OF THE HEALING ARTS","TUCSON","AZ","4","6","","","","9","3","3","2","2","","3","1","1","639 N SIXTH AVE","85705","PIMA","2","6028820899","JANICE HOLLENDER","CO-DIRECTOR"
"104522","DEVOE COLLEGE OF BEAUTY","SIERRA VISTA","AZ","4","6","","","","9","3","3","2","2","","3","1","1","P O BOX 1571/750 BARTOW DRIVE","85635","COCHISE","5","6024588660","MARTHA SPRENKLE","FIN AID DIR"
"104531","DEVRY INSTITUTE OF TECHNOLOGY","PHOENIX","AZ","4","6","8322","","","3","1","3","2","5","","1","1","1","2149 WEST DUNLAP AVENUE","85021","MARICOPA","3","6028709222","JAMES DUGAN","PRESIDENT"
"104559","DOGGIE MATT","GLENDALE","AZ","4","6","","","","9","3","3","2","1","","3","1","1","10628 N 51ST AVE","85304","","3","6029788993","ELIZABETH J. BERGER","DIRECTOR"
"104568","EARL'S ACADEMY OF BEAUTY","MESA","AZ","4","6","","","","9","3","3","2","1","","3","1","1","1826 W BROADWAY SUITE 12-A","85202","MARICOPA","1","6029642476","GAY CONRAD","PRESIDENT-OWNER"
"104577","EASTERN ARIZONA COLLEGE","THATCHER","AZ","4","6","1073","","","4","2","1","1","3","","2","1","1","600 CHURCH STREET","855520769","CHURCH STREET","5","6024288233","GHERALD L HOOPES JR","PRESIDENT"
"104595","EUROPEAN BEAUTY CULTURE COLLEGE","PHOENIX","AZ","4","6","","","","9","3","3","2","1","","3","1","1","4404 N CENTRAL","85012","MARICOPA","4","6022745414","SHERRELL HACKNEY","PRESIDENT"
"104601","FASHION INSTITUTE OF APPAREL TRADES","PHOENIX","AZ","4","6","","","","9","3","3","2","2","","3","1","1","5627 N 13TH DRIVE","85013","MARICOPA","4","6022469277","VIOLET MYERS","DIRECTOR"
"104629","FLAIR PARISIENNE","TUCSON","AZ","4","6","","","","9","3","3","2","2","","3","1","1","6700 ORACLE RD","85716","","","6027421090","",""
"104638","FLIGHTSAFETY INTERNATIONAL","TUCSON","AZ","4","6","","","","9","3","3","2","1","","3","1","3","6870 SOUTH PLUMER AVENUE","85706","PIMA","5","6028899538","RANDY LEWIS","MANAGER"
"104647","FORD SCHOOLS INSURANCE AND SECURITIES","PHOENIX","AZ","4","6","","","","9","3","3","2","1","","3","1","1","4603 N 16TH ST, SUITE 7","85016","MARICOPA","4","6022793777","CLAY WRIGHT","DIRECTOR"
"104656","FOSI'S GLAMOUR TECHNIQUES AND MODELING SCHOOL","TUCSON","AZ","4","6","","","","9","3","3","2","1","","3","1","1","2777 N CAMPBELL AVE, #209","85719","PIMA","","6027953534","FOSI C BURRITT",""
"104665","FRANK LLOYD WRIGHT SCHOOL OF ARCHITECTURE","SCOTTSDALE","AZ","4","6","25332","","","2","1","2","3","7","","1","1","1","TALIESIN WEST","85261","MARICOPA","1","6028602700","RICHARD CARNEY","MGR TRUSTEE CEO"
