unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"380395","6","1","1","1","","","","1","","","","1","","","","","","2","","","","1","1","1","1","","1","1","1","","1","1","1","","","","","","","","1","","","","","","","","","1","","","","","","","","2","","",""
"380401","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","","","","","","","1","","",""
"380410","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"380438","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","1","","","1","","",""
"380447","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","1","1","","1","","","","","","1","","",""
"380456","6","1","","","","","","1","","","","","","","","","","2","","","","1","1","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","1","1","","",""
"380465","6","1","1","1","","","","1","","","","1","","","","","","2","","","","1","","","","","","","","1","1","","1","","","","","","","","1","","","","","","","1","1","1","","","","","1","","","2","","",""
"380474","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","1","","","","","","","","","","1","1","1","","1","","","1","","",""
"380483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","",""
"380553","5","1","","","","","","","","1","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"380562","5","1","","","","","","","","","","","","","","","","2","","","","1","","1","","","1","1","1","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"380580","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"380650","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","3","","",""
"380702","7","1","","","","","","","","","","1","","","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","1","","",""
"380711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"380784","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","3","","",""
"380827","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","1","1","","","3","","",""
"380836","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","1","1","","","3","","",""
"380845","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","1","1","","","3","","",""
"380854","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","1","1","","","3","","",""
"380863","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","1","1","","","3","","",""
"380872","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","1","1","","","3","","",""
"380960","5","1","","","","","","1","","","","","","","","","","2","","","","","","1","","","1","1","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","3","","",""
"380997","6","1","1","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","1","1","","","1","","","","1","","","","","","","","","","","","","1","1","","1","","","","","","1","","",""
"381006","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"381015","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","1","1","","1","1","","","","","",""
"381167","6","1","","","","","","1","","","","","","","","","","2","","","","","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","3","","",""
"381185","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","1","1","","1","1","1","1","","","3","","",""
"381237","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"381255","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"381282","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"381291","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"381307","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"381325","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"381334","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"381343","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","2","381343","",""
"381352","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","1","","",""
"381361","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"381370","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","1","","",""
"381389","1","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"381404","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"381413","2","1","","","1","","","1","1","1","","","1","","","","","2","","","","1","","","","","","","1","","1","1","","","","","","","","","1","","","","","","","","1","1","","","1","1","1","","","1","","",""
"381422","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","1","1","","1","","","1","","","1","","",""
"381431","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","1","1","","1","","","1","","","1","","",""
"381440","1","1","","","1","","","1","","","","1","1","","","","1","2","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","","1","1","1","","","","","","1","","",""
"381459","1","1","1","","","","","","","","","1","","","","","","2","","","1","","","","","","","","","","","","","4","","","","","","","1","","","","","","","","","1","","1","","","1","","","1","","",""
